hours,outs,dppm
2017-09-06 06:30,7916,631
2017-09-06 07:30,15763,1141
2017-09-06 08:30,12901,310
2017-09-06 09:30,10937,913
2017-09-06 10:30,13946,573
2017-09-06 11:30,9965,1003
2017-09-06 12:30,13955,716
2017-09-06 13:30,13452,297
2017-09-06 14:30,8433,593
2017-09-06 15:30,0,0
2017-09-06 16:30,0,0
2017-09-06 17:30,0,0
