hours,outs,dppm
2017-10-02 06:30,11481,783
2017-10-02 07:30,12403,725
2017-10-02 08:30,13172,228
2017-10-02 09:30,12989,1230
2017-10-02 10:30,10965,91
2017-10-02 11:30,12417,965
2017-10-02 12:30,13045,230
2017-10-02 13:30,7952,0
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
