hours,outs,dppm
2017-10-02 06:30,12884,1008
2017-10-02 07:30,12966,1079
2017-10-02 08:30,13901,647
2017-10-02 09:30,11934,1088
2017-10-02 10:30,8973,223
2017-10-02 11:30,13874,576
2017-10-02 12:30,10948,1186
2017-10-02 13:30,2949,339
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
