hours,outs,dppm
2017-10-02 06:30,10378,1155
2017-10-02 07:30,12957,848
2017-10-02 08:30,11715,1534
2017-10-02 09:30,10444,383
2017-10-02 10:30,12450,482
2017-10-02 11:30,9978,100
2017-10-02 12:30,12958,463
2017-10-02 13:30,2491,2003
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
