hours,outs,dppm
2017-10-02 06:30,13675,439
2017-10-02 07:30,11031,906
2017-10-02 08:30,12173,739
2017-10-02 09:30,12775,1875
2017-10-02 10:30,14064,1562
2017-10-02 11:30,13234,831
2017-10-02 12:30,10282,583
2017-10-02 13:30,4896,816
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
