hours,outs,dppm
2017-10-02 06:30,8837,339
2017-10-02 07:30,10665,656
2017-10-02 08:30,13671,293
2017-10-02 09:30,12240,245
2017-10-02 10:30,12222,1226
2017-10-02 11:30,10805,93
2017-10-02 12:30,13662,73
2017-10-02 13:30,3423,0
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
