hours,outs,dppm
2017-10-02 06:30,10460,478
2017-10-02 07:30,13246,679
2017-10-02 08:30,11449,2353
2017-10-02 09:30,8981,1667
2017-10-02 10:30,12481,320
2017-10-02 11:30,12425,1366
2017-10-02 12:30,12362,1696
2017-10-02 13:30,500,5964
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
