hours,outs,dppm
2017-10-02 06:30,12986,1231
2017-10-02 07:30,13442,1634
2017-10-02 08:30,13887,1151
2017-10-02 09:30,12924,1699
2017-10-02 10:30,12455,882
2017-10-02 11:30,10985,1545
2017-10-02 12:30,14963,1135
2017-10-02 13:30,2487,2407
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
