hours,outs,dppm
2017-10-02 06:30,10304,0
2017-10-02 07:30,12967,462
2017-10-02 08:30,6854,583
2017-10-02 09:30,11694,171
2017-10-02 10:30,13207,908
2017-10-02 11:30,14074,2622
2017-10-02 12:30,14228,141
2017-10-02 13:30,6827,439
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
