hours,outs,dppm
2017-10-02 06:30,12281,1301
2017-10-02 07:30,11108,1528
2017-10-02 08:30,13907,1508
2017-10-02 09:30,10217,2246
2017-10-02 10:30,13416,745
2017-10-02 11:30,12433,2647
2017-10-02 12:30,10460,2384
2017-10-02 13:30,1497,1334
2017-10-02 14:30,0,0
2017-10-02 15:30,0,0
2017-10-02 16:30,0,0
2017-10-02 17:30,0,0
